cow_id,bull_id
NL00000048894,US00000000795
RU00000024883,US00000000795
DE00000018880,US00000000795
GB00000004163,US00000000795
DE00000006928,US00000000795
NL00000017696,US00000000795
RU00000012205,US00000000795
RU00000029260,US00000000795
DE00000013748,US00000000795
NL00000010944,US00000000795
DE00000031414,US00000000795
RU00000021983,US00000000795
FR00000031767,US00000000795
US00000030612,US00000000795
DE00000046061,US00000000795
NL00000040855,US00000000795
US00000027576,US00000000795
GB00000026963,US00000000795
GB00000018776,US00000000795
US00000027945,US00000000795
GB00000020762,US00000000795
DE00000028713,US00000000795
FR00000016300,US00000000795
NL00000045158,US00000000795
US00000030611,US00000000795
DE00000041437,US00000000795
NL00000048764,US00000000795
GB00000025898,US00000000795
FR00000016578,US00000000795
RU00000035935,US00000000795
NL00000013604,US00000000795
DE00000026852,US00000000795
GB00000035415,US00000000795
DE00000010412,US00000000795
FR00000005725,US00000000795
RU00000026929,US00000000795
RU00000026938,US00000000795
RU00000038877,US00000000795
RU00000007948,US00000000795
RU00000017500,US00000000795
DE00000045656,US00000000795
NL00000062258,US00000000795
GB00000015059,US00000000795
RU00000043739,US00000000795
US00000004511,US00000000795
DE00000050000,US00000000795
US00000021866,US00000000795
NL00000018441,US00000000795
GB00000035790,US00000000795
US00000009322,US00000000795
RU00000015480,US00000000795
US00000011506,US00000000795
NL00000021978,US00000000795
NL00000039423,US00000000795
RU00000011816,US00000000795
RU00000025926,US00000000795
US00000040901,US00000000795
US00000017599,US00000000795
NL00000009713,US00000000795
FR00000017943,US00000000795
US00000027030,US00000000795
NL00000075328,US00000000795
RU00000039926,US00000000795
DE00000072670,US00000000795
NL00000013589,US00000000795
FR00000016018,US00000000795
DE00000006930,US00000000795
DE00000027069,US00000000795
RU00000027689,US00000000795
GB00000027399,US00000000795
DE00000005155,US00000000795
DE00000049986,US00000000795
DE00000026952,US00000000795
US00000018665,US00000000795
FR00000022552,US00000000795
GB00000032608,US00000000795
DE00000050019,US00000000795
FR00000024678,US00000000795
DE00000047777,US00000000795
GB00000008216,US00000000795
NL00000043918,US00000000795
US00000049327,US00000000795
DE00000013669,US00000000795
RU00000042272,US00000000795
RU00000047922,US00000000795
FR00000033681,US00000000795
GB00000030977,US00000000795
RU00000009778,US00000000795
DE00000047107,US00000000795
DE00000046914,US00000000795
FR00000037813,US00000000795
DE00000005982,US00000000795
FR00000018108,US00000000795
GB00000029664,US00000000795
DE00000026980,US00000000795
FR00000014750,US00000000795
DE00000046457,US00000000795
DE00000035463,US00000000795
RU00000004264,US00000000795
US00000050110,US00000000795
DE00000038477,US00000000795
RU00000012529,US00000000795
FR00000023638,US00000000795
DE00000043978,US00000000795
US00000046965,US00000000795
NL00000026205,US00000000795
GB00000026954,US00000000795
US00000049533,US00000000795
RU00000008481,US00000000795
NL00000031169,US00000000795
US00000008747,US00000000795
US00000030596,US00000000795
NL00000005801,US00000000795
GB00000028977,US00000000795
US00000062300,US00000000795
FR00000014214,US00000000795
GB00000031015,US00000000795
RU00000049441,US00000000795
DE00000050140,US00000000795
NL00000041457,US00000000795
NL00000030783,US00000000795
FR00000046976,US00000000795
DE00000008378,US00000000795
DE00000027032,US00000000795
FR00000018415,US00000000795
FR00000020802,US00000000795
NL00000009602,US00000000795
NL00000024968,US00000000795
US00000018028,US00000000795
US00000013787,US00000000795
GB00000005058,US00000000795
RU00000014162,US00000000795
GB00000014317,US00000000795
US00000043845,US00000000795
RU00000018546,US00000000795
GB00000030675,US00000000795
RU00000020343,US00000000795
NL00000009290,US00000000795
US00000023869,US00000000795
US00000052609,US00000000795
US00000040398,US00000000795
DE00000027053,US00000000795
NL00000021083,US00000000795
FR00000006450,US00000000795
RU00000032892,US00000000795
DE00000039514,US00000000795
DE00000011172,US00000000795
US00000073006,US00000000795
DE00000012367,US00000000795
FR00000013230,US00000000795
RU00000029989,US00000000795
US00000044203,US00000000795
GB00000028127,US00000000795
GB00000026755,US00000000795
GB00000016299,US00000000795
DE00000027907,US00000000795
DE00000047469,US00000000795
GB00000021730,US00000000795
GB00000032105,US00000000795
NL00000022691,US00000000795
DE00000028392,US00000000795
DE00000026599,US00000000795
US00000016766,US00000000795
RU00000027333,US00000000795
US00000048821,US00000000795
GB00000006655,US00000000795
GB00000042955,US00000000795
GB00000029446,US00000000795
RU00000049278,US00000000795
FR00000025711,US00000000795
FR00000009551,US00000000795
FR00000023956,US00000000795
US00000042239,US00000000795
RU00000051679,US00000000795
FR00000009890,US00000000795
RU00000015394,US00000000795
NL00000068303,US00000000795
DE00000037283,US00000000795
FR00000031841,US00000000795
DE00000020051,US00000000795
GB00000010235,US00000000795
NL00000049652,US00000000795
US00000005418,US00000000795
US00000029985,US00000000795
DE00000034873,US00000000795
GB00000024802,US00000000795
FR00000013536,US00000000795
RU00000030704,US00000000795
FR00000045629,US00000000795
GB00000007959,US00000000795
RU00000033170,US00000000795
DE00000027715,US00000000795
FR00000049951,US00000000795
DE00000045941,US00000000795
GB00000008190,US00000000795
FR00000011350,US00000000795
NL00000090301,US00000000795
FR00000010477,US00000000795
FR00000047014,US00000000795
DE00000030861,US00000000795
GB00000021695,US00000000795
NL00000037545,US00000000795
RU00000012864,US00000000795
DE00000042590,US00000000795
GB00000028968,US00000000795
RU00000038850,US00000000795
US00000026514,US00000000795
GB00000029679,US00000000795
FR00000052648,US00000000795
GB00000050132,US00000000795
NL00000021169,US00000000795
FR00000009450,US00000000795
DE00000037183,US00000000795
GB00000011569,US00000000795
RU00000044951,US00000000795
GB00000005223,US00000000795
DE00000015356,US00000000795
GB00000029973,US00000000795
RU00000046110,US00000000795
GB00000010272,US00000000795
US00000035237,US00000000795
DE00000045408,US00000000795
DE00000046313,US00000000795
NL00000005761,US00000000795
US00000028480,US00000000795
NL00000020176,US00000000795
US00000045574,US00000000795
US00000027100,US00000000795
FR00000031995,US00000000795
NL00000037090,US00000000795
GB00000025541,US00000000795
FR00000062134,US00000000795
US00000015645,US00000000795
FR00000012042,US00000000795
NL00000022333,US00000000795
RU00000026940,US00000000795
DE00000022175,US00000000795
US00000008451,US00000000795
GB00000020396,US00000000795
RU00000011814,US00000000795
GB00000016757,US00000000795
FR00000015577,US00000000795
NL00000029868,US00000000795
GB00000012931,US00000000795
RU00000022676,US00000000795
US00000004789,US00000000795
RU00000024785,US00000000795
FR00000026949,US00000000795
US00000040783,US00000000795
NL00000036108,US00000000795
FR00000014373,US00000000795
RU00000038595,US00000000795
NL00000043448,US00000000795
DE00000026997,US00000000795
US00000027323,US00000000795
GB00000027085,US00000000795
DE00000046623,US00000000795
FR00000024884,US00000000795
US00000029478,US00000000795
US00000003024,US00000000795
DE00000020895,US00000000795
FR00000016037,US00000000795
NL00000015338,US00000000795
GB00000044069,US00000000795
FR00000009358,US00000000795
GB00000038872,US00000000795
US00000021329,US00000000795
DE00000029716,US00000000795
GB00000041748,US00000000795
NL00000046122,US00000000795
US00000018263,US00000000795
GB00000041764,US00000000795
RU00000031623,US00000000795
NL00000050085,US00000000795
GB00000014166,US00000000795
US00000009860,US00000000795
NL00000033721,US00000000795
GB00000084540,US00000000795
FR00000039184,US00000000795
FR00000006296,US00000000795
GB00000027875,US00000000795
DE00000005236,US00000000795
FR00000016552,US00000000795
US00000011843,US00000000795
GB00000024443,US00000000795
US00000019575,US00000000795
GB00000021554,US00000000795
GB00000004536,US00000000795
FR00000026919,US00000000795
US00000025409,US00000000795
US00000032624,US00000000795
FR00000023898,US00000000795
GB00000014325,US00000000795
DE00000041875,US00000000795
FR00000044555,US00000000795
DE00000036674,US00000000795
US00000018085,US00000000795
GB00000035644,US00000000795
GB00000020048,US00000000795
US00000049996,US00000000795
US00000019415,US00000000795
FR00000021248,US00000000795
US00000023911,US00000000795
NL00000027193,US00000000795
GB00000019811,US00000000795
US00000023969,US00000000795
GB00000014907,US00000000795
RU00000040771,US00000000795
NL00000035643,US00000000795
FR00000020873,US00000000795
US00000006180,US00000000795
DE00000083274,US00000000795
FR00000050100,US00000000795
US00000005121,US00000000795
NL00000042968,US00000000795
DE00000022597,US00000000795
NL00000028727,US00000000795
US00000028193,US00000000795
FR00000019085,US00000000795
FR00000021326,US00000000795
DE00000039238,US00000000795
US00000072911,US00000000795
DE00000016448,US00000000795
GB00000015686,US00000000795
RU00000006509,US00000000795
DE00000040992,US00000000795
DE00000015436,US00000000795
NL00000020644,US00000000795
NL00000005859,US00000000795
RU00000008792,US00000000795
GB00000048342,US00000000795
GB00000015379,US00000000795
US00000050028,US00000000795
GB00000015522,US00000000795
DE00000038366,US00000000795
GB00000026937,US00000000795
US00000045188,US00000000795
US00000012450,US00000000795
RU00000043665,US00000000795
RU00000009611,US00000000795
GB00000036241,US00000000795
NL00000008506,US00000000795
RU00000048193,US00000000795
US00000004829,US00000000795
DE00000040559,US00000000795
FR00000026902,US00000000795
FR00000008258,US00000000795
DE00000017965,US00000000795
US00000037682,US00000000795
US00000034842,US00000000795
RU00000035983,US00000000795
NL00000036595,US00000000795
FR00000056019,US00000000795
RU00000018469,US00000000795
DE00000035877,US00000000795
US00000008554,US00000000795
DE00000014616,US00000000795
RU00000035704,US00000000795
FR00000013372,US00000000795
US00000028995,US00000000795
RU00000009444,US00000000795
DE00000045895,US00000000795
GB00000045862,US00000000795
GB00000027787,US00000000795
US00000037031,US00000000795
FR00000038556,US00000000795
RU00000033204,US00000000795
NL00000035391,US00000000795
FR00000026874,US00000000795
NL00000017273,US00000000795
US00000049850,US00000000795
GB00000004778,US00000000795
FR00000050051,US00000000795
NL00000011494,US00000000795
FR00000009054,US00000000795
RU00000024385,US00000000795
RU00000042201,US00000000795
US00000012199,US00000000795
DE00000093579,US00000000795
RU00000032003,US00000000795
DE00000007441,US00000000795
RU00000050073,US00000000795
US00000016780,US00000000795
GB00000028243,US00000000795
US00000045709,US00000000795
FR00000007295,US00000000795
RU00000019679,US00000000795
RU00000037525,US00000000795
GB00000045368,US00000000795
DE00000040291,US00000000795
FR00000019510,US00000000795
FR00000041212,US00000000795
RU00000049910,US00000000795
RU00000040721,US00000000795
NL00000022749,US00000000795
US00000045960,US00000000795
NL00000018648,US00000000795
DE00000049906,US00000000795
NL00000011223,US00000000795
FR00000023522,US00000000795
FR00000030986,US00000000795
DE00000006752,US00000000795
FR00000020827,US00000000795
US00000005967,US00000000795
FR00000045719,US00000000795
GB00000041948,US00000000795
FR00000030246,US00000000795
US00000024167,US00000000795
DE00000008977,US00000000795
FR00000024811,US00000000795
NL00000023504,US00000000795
NL00000009996,US00000000795
RU00000036871,US00000000795
RU00000026965,US00000000795
GB00000039850,US00000000795
GB00000010346,US00000000795
RU00000038522,US00000000795
FR00000021219,US00000000795
US00000033209,US00000000795
NL00000014454,US00000000795
GB00000023519,US00000000795
GB00000048693,US00000000795
NL00000004233,US00000000795
NL00000048427,US00000000795
US00000003015,US00000000795
DE00000012415,US00000000795
FR00000042366,US00000000795
RU00000004805,US00000000795
RU00000012951,US00000000795
RU00000035003,US00000000795
GB00000009862,US00000000795
NL00000034610,US00000000795
NL00000050070,US00000000795
GB00000040008,US00000000795
RU00000050130,US00000000795
GB00000016565,US00000000795
RU00000007839,US00000000795
FR00000019104,US00000000795
GB00000041473,US00000000795
NL00000015466,US00000000795
FR00000008225,US00000000795
US00000014067,US00000000795
RU00000050180,US00000000795
GB00000050189,US00000000795
FR00000025283,US00000000795
RU00000038144,US00000000795
NL00000006717,US00000000795
GB00000038331,US00000000795
NL00000021859,US00000000795
GB00000040087,US00000000795
RU00000037765,US00000000795
US00000050157,US00000000795
US00000030941,US00000000795
GB00000048295,US00000000795
NL00000037006,US00000000795
GB00000049777,US00000000795
NL00000015457,US00000000795
US00000031290,US00000000795
NL00000037946,US00000000795
NL00000031135,US00000000795
NL00000015637,US00000000795
FR00000048184,US00000000795
NL00000031918,US00000000795
US00000017083,US00000000795
RU00000040977,US00000000795
FR00000033360,US00000000795
RU00000043558,US00000000795
NL00000046920,US00000000795
US00000012460,US00000000795
RU00000026971,US00000000795
FR00000004523,US00000000795
NL00000045090,US00000000795
FR00000024446,US00000000795
FR00000013892,US00000000795
GB00000032425,US00000000795
US00000037230,US00000000795
GB00000072899,US00000000795
US00000023086,US00000000795
GB00000040144,US00000000795
FR00000021321,US00000000795
FR00000046498,US00000000795
FR00000022717,US00000000795
FR00000022930,US00000000795
GB00000042811,US00000000795
NL00000004377,US00000000795
US00000015434,US00000000795
DE00000027265,US00000000795
DE00000038704,US00000000795
NL00000024691,US00000000795
RU00000016211,US00000000795
FR00000065594,US00000000795
RU00000017189,US00000000795
GB00000040466,US00000000795
DE00000041508,US00000000795
RU00000023912,US00000000795
NL00000028971,US00000000795
GB00000030577,US00000000795
DE00000021163,US00000000795
FR00000043348,US00000000795
US00000013481,US00000000795
FR00000031821,US00000000795
DE00000062330,US00000000795
NL00000031017,US00000000795
RU00000016297,US00000000795
DE00000028309,US00000000795
GB00000041624,US00000000795
US00000021141,US00000000795
FR00000034127,US00000000795
FR00000015616,US00000000795
RU00000015345,US00000000795
US00000004714,US00000000795
US00000050216,US00000000795
RU00000050054,US00000000795
FR00000083284,US00000000795
RU00000041477,US00000000795
FR00000019168,US00000000795
GB00000013310,US00000000795
US00000046431,US00000000795
DE00000033385,US00000000795
DE00000026993,US00000000795
DE00000043003,US00000000795
DE00000021692,US00000000795
FR00000014033,US00000000795
DE00000038617,US00000000795
NL00000040176,US00000000795
DE00000033536,US00000000795
RU00000011511,US00000000795
FR00000009678,US00000000795
NL00000029889,US00000000795
FR00000040512,US00000000795
GB00000010604,US00000000795
NL00000043838,US00000000795
GB00000027290,US00000000795
NL00000050039,US00000000795
GB00000036493,US00000000795
DE00000011432,US00000000795
US00000050260,US00000000795
DE00000011093,US00000000795
GB00000038109,US00000000795
FR00000042080,US00000000795
FR00000032926,US00000000795
DE00000008339,US00000000795
DE00000050119,US00000000795
DE00000031890,US00000000795
RU00000035959,US00000000795
RU00000050287,US00000000795
GB00000044764,US00000000795
NL00000015407,US00000000795
DE00000049963,US00000000795
GB00000007377,US00000000795
GB00000047846,US00000000795
US00000026955,US00000000795
FR00000040452,US00000000795
US00000027267,US00000000795
NL00000018566,US00000000795
NL00000041048,US00000000795
NL00000016113,US00000000795
FR00000035898,US00000000795
RU00000067796,US00000000795
GB00000019145,US00000000795
US00000035821,US00000000795
DE00000034538,US00000000795
DE00000044040,US00000000795
DE00000027499,US00000000795
RU00000007496,US00000000795
US00000025546,US00000000795
GB00000010580,US00000000795
US00000047182,US00000000795
RU00000027068,US00000000795
RU00000022942,US00000000795
US00000046561,US00000000795
US00000006951,US00000000795
FR00000031361,US00000000795
FR00000005459,US00000000795
DE00000017167,US00000000795
GB00000018406,US00000000795
NL00000005030,US00000000795
GB00000016800,US00000000795
DE00000012243,US00000000795
GB00000011809,US00000000795
GB00000012694,US00000000795
RU00000012703,US00000000795
RU00000057191,US00000000795
DE00000041274,US00000000795
NL00000048555,US00000000795
GB00000049933,US00000000795
US00000015526,US00000000795
NL00000009593,US00000000795
NL00000033072,US00000000795
RU00000004955,US00000000795
RU00000047123,US00000000795
FR00000031869,US00000000795
NL00000050133,US00000000795
FR00000018676,US00000000795
RU00000006990,US00000000795
FR00000034886,US00000000795
RU00000024714,US00000000795
GB00000039051,US00000000795
US00000038657,US00000000795
RU00000021431,US00000000795
US00000016527,US00000000795
DE00000006944,US00000000795
NL00000042303,US00000000795
GB00000025028,US00000000795
GB00000050289,US00000000795
US00000049907,US00000000795
US00000066832,US00000000795
US00000030094,US00000000795
US00000047687,US00000000795
DE00000035077,US00000000795
RU00000006260,US00000000795
RU00000034142,US00000000795
NL00000010122,US00000000795
US00000008249,US00000000795
NL00000046257,US00000000795
FR00000007303,US00000000795
NL00000018254,US00000000795
FR00000054429,US00000000795
US00000027141,US00000000795
US00000048437,US00000000795
DE00000008303,US00000000795
GB00000027082,US00000000795
US00000042905,US00000000795
DE00000047128,US00000000795
US00000010388,US00000000795
FR00000031446,US00000000795
US00000019016,US00000000795
NL00000043681,US00000000795
RU00000037459,US00000000795
RU00000035638,US00000000795
FR00000016698,US00000000795
DE00000051680,US00000000795
DE00000042360,US00000000795
FR00000046810,US00000000795
RU00000009644,US00000000795
DE00000046432,US00000000795
GB00000016713,US00000000795
NL00000041501,US00000000795
US00000017304,US00000000795
RU00000021313,US00000000795
DE00000026109,US00000000795
NL00000018259,US00000000795
DE00000033269,US00000000795
FR00000038078,US00000000795
RU00000005049,US00000000795
US00000049942,US00000000795
RU00000077029,US00000000795
FR00000038553,US00000000795
FR00000015414,US00000000795
US00000036143,US00000000795
GB00000020876,US00000000795
GB00000016529,US00000000795
GB00000025804,US00000000795
FR00000005968,US00000000795
GB00000041505,US00000000795
FR00000039812,US00000000795
RU00000018498,US00000000795
FR00000015395,US00000000795
GB00000020965,US00000000795
DE00000017348,US00000000795
US00000032964,US00000000795
RU00000048075,US00000000795
DE00000051730,US00000000795
FR00000029638,US00000000795
RU00000034802,US00000000795
RU00000044600,US00000000795
RU00000011002,US00000000795
RU00000018460,US00000000795
FR00000015915,US00000000795
US00000050052,US00000000795
US00000030601,US00000000795
DE00000041436,US00000000795
NL00000026837,US00000000795
GB00000022751,US00000000795
FR00000033612,US00000000795
US00000044434,US00000000795
US00000044417,US00000000795
RU00000039126,US00000000795
NL00000026893,US00000000795
NL00000025086,US00000000795
FR00000045015,US00000000795
RU00000006433,US00000000795
GB00000012374,US00000000795
FR00000014677,US00000000795
GB00000015161,US00000000795
RU00000027903,US00000000795
RU00000039856,US00000000795
US00000027426,US00000000795
DE00000017661,US00000000795
RU00000013089,US00000000795
DE00000033667,US00000000795
NL00000027096,US00000000795
FR00000049558,US00000000795
NL00000019940,US00000000795
US00000038705,US00000000795
GB00000022646,US00000000795
RU00000034424,US00000000795
GB00000029407,US00000000795
US00000081054,US00000000795
US00000014129,US00000000795
US00000035499,US00000000795
GB00000046620,US00000000795
US00000049240,US00000000795
GB00000038547,US00000000795
GB00000018683,US00000000795
US00000010535,US00000000795
FR00000038582,US00000000795
RU00000083346,US00000000795
GB00000021066,US00000000795
NL00000028848,US00000000795
NL00000043248,US00000000795
NL00000042139,US00000000795
FR00000032243,US00000000795
FR00000005227,US00000000795
NL00000020515,US00000000795
GB00000009573,US00000000795
NL00000038446,US00000000795
NL00000010010,US00000000795
GB00000032817,US00000000795
RU00000028172,US00000000795
NL00000019738,US00000000795
US00000028546,US00000000795
DE00000009353,US00000000795
DE00000019783,US00000000795
RU00000019454,US00000000795
US00000040847,US00000000795
DE00000005718,US00000000795
RU00000023659,US00000000795
GB00000027313,US00000000795
RU00000021567,US00000000795
NL00000048155,US00000000795
US00000022488,US00000000795
US00000039331,US00000000795
DE00000011546,US00000000795
DE00000033176,US00000000795
DE00000028482,US00000000795
RU00000005417,US00000000795
DE00000005711,US00000000795
DE00000029200,US00000000795
DE00000042470,US00000000795
DE00000044229,US00000000795
RU00000049864,US00000000795
NL00000006935,US00000000795
DE00000007022,US00000000795
FR00000011527,US00000000795
US00000031659,US00000000795
DE00000015374,US00000000795
RU00000044360,US00000000795
FR00000018677,US00000000795
RU00000043464,US00000000795
DE00000010105,US00000000795
FR00000030102,US00000000795
FR00000027908,US00000000795
GB00000092099,US00000000795
RU00000037835,US00000000795
DE00000034619,US00000000795
FR00000013254,US00000000795
FR00000027114,US00000000795
DE00000023051,US00000000795
US00000055054,US00000000795
FR00000021926,US00000000795
DE00000044964,US00000000795
DE00000012060,US00000000795
US00000023591,US00000000795
US00000031456,US00000000795
DE00000034981,US00000000795
GB00000029872,US00000000795
US00000011509,US00000000795
GB00000040969,US00000000795
NL00000014305,US00000000795
FR00000048199,US00000000795
GB00000034384,US00000000795
US00000048454,US00000000795
FR00000009051,US00000000795
DE00000014506,US00000000795
RU00000039705,US00000000795
NL00000021151,US00000000795
NL00000012145,US00000000795
FR00000041465,US00000000795
US00000030982,US00000000795
NL00000021153,US00000000795
DE00000014364,US00000000795
GB00000011904,US00000000795
US00000014397,US00000000795
NL00000066902,US00000000795
US00000027092,US00000000795
US00000050047,US00000000795
FR00000027438,US00000000795
FR00000004240,US00000000795
NL00000005298,US00000000795
DE00000037305,US00000000795
RU00000023827,US00000000795
US00000013052,US00000000795
NL00000015594,US00000000795
RU00000062177,US00000000795
FR00000041403,US00000000795
RU00000038583,US00000000795
NL00000040636,US00000000795
GB00000084980,US00000000795
US00000048136,US00000000795
GB00000041620,US00000000795
NL00000047815,US00000000795
RU00000011053,US00000000795
GB00000033228,US00000000795
GB00000034330,US00000000795
RU00000031905,US00000000795
GB00000011106,US00000000795
NL00000020832,US00000000795
FR00000033638,US00000000795
NL00000048085,US00000000795
GB00000027094,US00000000795
DE00000043518,US00000000795
NL00000047931,US00000000795
US00000026792,US00000000795
NL00000045014,US00000000795
NL00000048133,US00000000795
FR00000008132,US00000000795
RU00000038576,US00000000795
NL00000022270,US00000000795
GB00000046311,US00000000795
US00000023578,US00000000795
FR00000045204,US00000000795
DE00000037922,US00000000795
RU00000014206,US00000000795
DE00000035066,US00000000795
US00000007121,US00000000795
GB00000013929,US00000000795
FR00000051733,US00000000795
DE00000017966,US00000000795
US00000029331,US00000000795
NL00000012528,US00000000795
NL00000009072,US00000000795
DE00000013019,US00000000795
NL00000005050,US00000000795
NL00000046388,US00000000795
DE00000006948,US00000000795
DE00000005672,US00000000795
US00000005889,US00000000795
DE00000035625,US00000000795
US00000036873,US00000000795
DE00000028451,US00000000795
DE00000039766,US00000000795
GB00000036606,US00000000795
GB00000023398,US00000000795
FR00000038349,US00000000795
NL00000025963,US00000000795
GB00000005201,US00000000795
RU00000042632,US00000000795
US00000039704,US00000000795
NL00000032493,US00000000795
RU00000005469,US00000000795
DE00000045557,US00000000795
NL00000040048,US00000000795
RU00000045326,US00000000795
DE00000019137,US00000000795
DE00000030129,US00000000795
GB00000008822,US00000000795
US00000038319,US00000000795
RU00000026905,US00000000795
NL00000005816,US00000000795
RU00000007023,US00000000795
GB00000034268,US00000000795
RU00000012736,US00000000795
